Time Delays,Line Strength T1,Phase T1,Line Width T1,Line Strength T2,Phase T2,Line Width T2,Line Strength T3,Phase T3,Line Width T3,Background,Line Strength T1 Error,Phase T1 Error,Line Width T1 Error,Line Strength T2 Error,Phase T2 Error,Line Width T2 Error,Line Strength T3 Error,Phase T3 Error,Line Width T3 Error
-7.2425000000000015,0.00273755902428068,-1.1166683755837155,0.1829999999995693,0.0014952443044283321,-0.5818543801420661,0.18299999999999997,0.0009635633946312567,0.929948159276813,0.18299999999999997,-0.00022220513947029816,0.0003479996371066054,0.10222416958210191,0.03738605791280557,0.00020199557360081076,0.11045479886074426,0.040179889526712,0.00011179853745980709,0.09157011305323293,0.03326054571588075
-7.157000000000002,0.0041173079851713435,-1.70644441095321,0.182999999999993,0.002570840912658219,-0.8588940939783879,0.18299999999999997,0.0006868468277929363,-0.3096835129418674,0.18299999999999997,-0.0002607932260089553,0.0004901172800734953,0.09619093841809048,0.03514216197519992,0.0002846946376911118,0.08974861951436137,0.03326050432523981,0.00015759220241036708,0.17915062060665404,0.06610534148327046
-7.071500000000002,0.005007635991916174,-2.574946623613263,0.182999999999911,0.0010489647258019278,-0.7061753856809894,0.18299999999999958,0.0006383677028765554,-0.6888164041657557,0.18299999999999997,3.984343408896656e-05,0.00040835690915475866,0.06463881787967365,0.0240602972036799,0.0002373926370688932,0.1790227454614181,0.06845144337596082,0.00013104304405369565,0.1603543877419683,0.05943282725121486
-6.986000000000001,0.005253392655443633,-2.4531828017722206,0.18299999999999997,0.0022683438028817046,0.974362156943068,0.18299999999999997,0.000997566986859695,-1.109678076727728,0.18299999999999997,-0.00016083257967692698,0.00045337144109069326,0.07096834903719619,0.02492170062938585,0.00026315673039510617,0.09707659876268247,0.03382653429667186,0.00014567792367738917,0.11592676106834113,0.04149691138284251
-6.900500000000001,0.0022314980518496176,-3.2719667188117465,0.18299999999971778,0.0015849834307105494,1.5707963267948963,0.18299999999999997,0.0014635554356403613,-1.1851627682102204,0.18299999999999997,0.0003358544478331414,0.00037638592728182795,0.13246426373275177,0.05054372940125643,0.00021865094481261023,0.11024504554214608,0.04154786138404566,0.00012073347771448253,0.06520479898626985,0.02353960789730367
-6.815000000000001,0.0002892816263125824,-2.7907582438157674,0.18299999999999902,0.0014886678251159855,1.5707963267948963,0.18299999999999997,0.0010203408470149816,-1.7558420197327833,0.18299999999999997,-3.072142772199368e-05,0.0003095166398412055,0.8568308129293728,0.3182831144452385,0.00017984379901321053,0.09661352937197609,0.036673974779123986,9.942968231003612e-05,0.07709059645367701,0.02775512707506919
-6.729500000000002,0.0012570033918364526,-1.7810022144933322,0.18299999997042846,0.0007620565372614961,1.5707963267948943,0.18299999999997296,0.000526608436784637,0.21011012342153795,0.18299999999999997,-0.00014997908385565377,0.0003813831619629074,0.24817191912525557,0.0878239389719947,0.0002213960759757341,0.2392744778538343,0.08538823617685176,0.000122533273386795,0.18032902954699945,0.06759630920631023
-6.644000000000002,0.00031246950217788446,1.570796326794878,0.061000000089389585,0.002730973342757852,-2.105807182542653,0.18299999999999997,0.0021847278623270995,0.9562722983464653,0.18299999999999997,-0.00041686384250322724,0.0009529751519456271,2.266452911840693,0.273397368432371,0.00032159825696410004,0.09273718168875296,0.033420782719310864,0.00017818067679704338,0.06381602780057404,0.023275394967330346
-6.558500000000002,0.0031534951581663625,-2.043833648510492,0.18299999999999997,0.0014755449940675853,-3.1310534436891433,0.18299999999999997,0.0024296989610365655,0.4046153349521691,0.18299999999999997,-0.00045268684018251096,0.00046355888888555634,0.11651680080349208,0.04294402316230915,0.00026926770002419715,0.14636542221979246,0.053868916033206385,0.00014872790439799118,0.04786499233183205,0.017710696523984448
-6.473000000000001,0.00343383614352281,-2.095357009596605,0.18299999999995029,0.0017288968684599814,-1.039289814110392,0.18299999999999997,0.0008641486201594745,-0.8416682843343883,0.18299999999999997,-0.000757232780056237,0.00032772028412387616,0.07702143846428461,0.028249296914139473,0.00019044218744891327,0.08839147997690532,0.03338966000390441,0.00010535098267678954,0.09578280866015274,0.03490282501033166
