Time Delays,Line Strength T1,Phase T1,Line Width T1,Line Strength T2,Phase T2,Line Width T2,Line Strength T3,Phase T3,Line Width T3,Background,Line Strength T1 Error,Phase T1 Error,Line Width T1 Error,Line Strength T2 Error,Phase T2 Error,Line Width T2 Error,Line Strength T3 Error,Phase T3 Error,Line Width T3 Error
-7.2425000000000015,0.003684971630032372,-2.1932875782274652,0.18299999999999997,0.0028089675558846854,-0.9485725490448784,0.18299999999999997,0.0006649658309992373,1.5707963267948963,0.18299999999999997,-7.291743751948483e-05,0.0004234445431565507,0.09206856205323315,0.03400041256601839,0.0002460812555424177,0.06920480282789808,0.026774216447302872,0.00013602723736522087,0.16174352220337554,0.0583971816811392
-7.157000000000002,0.0033834836564408245,-2.0278676850048316,0.1829999999945133,0.003155106122897907,-0.765534823987245,0.18299999999999997,2.905694471852572e-05,1.3604428595857307,0.18299999999999975,-3.5679914351311105e-05,0.0003974799311781744,0.09368651297448641,0.03475571432823216,0.00023091850113271322,0.05780835382769527,0.022320113750644317,0.00012766042298852927,3.4772690051033273,1.2553269482984022
-7.071500000000002,0.0008525405426233335,1.5707963267948963,0.18299999997374797,0.002840628585951917,-1.7523779585985881,0.18299999999999997,0.0007917479572159583,-1.9867203727509495,0.18299999999999997,0.0004964638449908689,0.0007092929712884223,0.6773338309755909,0.24010752007499556,0.00041184456818999757,0.11868754502710681,0.04219269343636039,0.0002276223316771795,0.22585084665377692,0.08222485194396077
-6.986000000000001,0.0008311965109319418,1.5707963267948963,0.18299999999998137,0.002637307371891377,-2.5049466191315104,0.18299999999999997,0.0005385053802119926,-0.1443766688460125,0.18299999999999997,0.00027423913781203095,0.00035388237545277024,0.33847189943965894,0.12430727796711802,0.00020550324047420853,0.06277499956882063,0.02299629676322524,0.00011351032809296401,0.16311460089417634,0.06154848230225493
-6.900500000000001,0.004600481272887869,-1.5875249912434075,0.18299999999999997,0.003199163113563003,0.22931744961553716,0.18299999999999997,0.0010023079646280298,-2.6952776095034117,0.18299999999999997,-0.0012476127007630497,0.000518621913004145,0.08853988004417497,0.03336828852828899,0.0003012085257050717,0.07527488479152028,0.027966588595866343,0.00016641928091999084,0.1295946433948273,0.04805431439200082
-6.815000000000001,0.0014500506302476041,-1.1324332017420229,0.1438127051250483,0.0025627620402042727,1.5707963256002246,0.18299999999999808,0.0013068238494207199,-1.457523280905984,0.18299999999999997,-0.0006179060509831056,0.0007915762619288354,0.42783045386576496,0.12202385491167522,0.0004080354545501695,0.1281273278795801,0.04611543265334485,0.00022552967432801232,0.13631658932404256,0.0489804542846654
-6.729500000000002,0.005843181923422936,-0.4460532428993462,0.1829999999999893,0.0011876440288475793,1.5707963267948963,0.17858211269417068,0.0016542480223516586,-0.33765467828739637,0.18299999999999997,-0.0010930707547563943,0.000614539995226868,0.08261975826667309,0.031137349586134493,0.00036109455283153094,0.24348706192243483,0.08804209919669033,0.00019704950980801772,0.09324662216301807,0.03435946086504552
-6.644000000000002,0.005078158487313487,-0.7001967603943835,0.1829999999999994,0.0015366428268399294,1.5707963267948963,0.18299999999999259,0.0026957449841126108,-1.1479929813102332,0.18299999999999997,-0.0005705521945311287,0.0007552728771047147,0.1175625468944421,0.043883422821516256,0.00043860434680995406,0.23016443099971556,0.08413449140085578,0.00024205159828856828,0.07095423412013056,0.02559729054188215
-6.558500000000002,0.007612418819026806,-1.3468629454567704,0.18299999999998875,0.0018337902814537892,-1.0114173966545748,0.18299999999999997,0.0010350480999398706,-0.7508691155527537,0.18299999999999997,-0.0007848503895423562,0.0007942808467911914,0.08524838941964906,0.030386851909227883,0.00046127681642678294,0.20610289968208914,0.07435108995527409,0.00025524227320358674,0.19358947187572617,0.07053721246902837
-6.473000000000001,0.006151981867011382,-1.1011451525341094,0.18299999999998906,0.0017567074060064658,-0.23110748958631186,0.18299999999999997,0.0018828656806462057,0.3730590952390143,0.18299999999999997,-0.000957856629753965,0.0007666533235258581,0.0993858884873273,0.03702298895444379,0.0004451127764982121,0.20628958341872342,0.07565047668858849,0.0002464293147742813,0.10257193811005944,0.037705254953680656
-6.387500000000001,0.002328613471908654,-2.110744262354455,0.18299999999997996,0.0019679335868121243,-1.5197023837908732,0.18299999999999997,0.0004639047376106022,1.0933476236548212,0.18299999999999997,-0.00023297414770900927,0.00044368863508418356,0.15581457822495068,0.05558381362930036,0.00025768527382711616,0.10635934167011324,0.03907305729697179,0.00014262140453654673,0.2413347045816549,0.08800654022893428
-6.302000000000001,0.007136496593845167,-2.1393768357169276,0.18299999999999197,0.0044966924675625556,-1.2689437763893183,0.18299999999999997,0.000757847743716279,1.445598258582859,0.18299999999999997,-0.00016366226636727033,0.0005994587759445926,0.06822067764939593,0.024705445826399917,0.0003482704984808206,0.0621821799175736,0.023411292824508594,0.00019268590781206448,0.2007035089362989,0.07243570901124641
-6.216500000000002,0.004556295975681896,-2.3949183499306597,0.18299999999999997,0.002296582305449501,-0.9685466537290625,0.18299999999999997,0.0007882260893515223,1.5707963267948963,0.18299999999999997,-0.00047548411553349524,0.0005434240397980939,0.09514535252696187,0.03530992938091881,0.0003158532407033142,0.1082369952423772,0.042081254508566,0.00017449285240533286,0.17515483170054866,0.06324197513133152
