Time Delays,Line Strength T1,Phase T1,Line Width T1,Background,Line Strength T1 Error,Phase T1 Error,Line Width T1 Error
-5.75,0.00053054999825699,-1.8389095027794766,0.2439999999999839,0.03887381738054221,1.1216388658260798e-05,0.015906865660334536,0.007521308147695609
-5.5,0.0007474688537614052,-1.6909953315512318,0.24399999999999997,0.038919259505103505,9.836142881009579e-06,0.009920900614709459,0.004671928888393735
-5.25,0.0005658590840810466,-1.4335810454664482,0.24399999999999997,0.038730776108181215,1.1203537656356832e-05,0.014926334528801873,0.007030118647276757
-5.0,0.0006102448232445093,-2.0175813357169194,0.24399999999989758,0.03864617102604752,1.1038900593300552e-05,0.013554309805860988,0.006463583963825577
-4.75,0.0005298724270844196,-1.6412424081582415,0.24399999999999997,0.038595670102211904,7.252669426080782e-06,0.01032275384538009,0.004857773427339627
-4.5,0.0006210961708584209,-1.7254384781928187,0.24399999999981384,0.038754866465756994,1.025358104113084e-05,0.012442007546468528,0.005863173878575409
-4.25,0.0010295030642481578,-1.2257883818618207,0.24399999999987118,0.038401617073493315,1.2409323981992768e-05,0.009057907671480635,0.004294931250198512
-4.0,0.0012954815188099059,1.2129355195290321,0.06100000000059644,0.03777827158279653,3.794637320437589e-05,0.02102240175190451,0.0025465582422417835
-3.75,0.00280259581738568,-2.5990987294603323,0.13957543116286183,0.037669419696001655,2.2796883451108967e-05,0.005873938059424006,0.0016568081530471202
-3.5,0.002738052167931125,-1.675161066128308,0.10167573451040375,0.037623032042371454,1.7084704306194408e-05,0.0045310004764723,0.0009074236881918468
-3.25,0.0016451486854650497,-1.0287943160719577,0.10525137329882459,0.03830069096144112,9.832524775378554e-06,0.00432675597596407,0.0009038279120634818
-3.0,0.003202546153475711,2.3356537517935863,0.08135723501229114,0.03882839989036862,3.0443764772815286e-05,0.006826513892655976,0.0011101518731682289
-2.75,0.011818267318088948,-2.419056069913438,0.15379155373898187,0.03960165792953056,3.307395584213132e-05,0.0020338050400814127,0.0006275364058963359
-2.5,0.020215455273777726,-1.4481653832354504,0.14832130450870185,0.03829469645189626,2.4375081137621456e-05,0.0008863457237492451,0.0002572073717063748
-2.25,0.02315892268791632,-0.6568855763836827,0.12854212679729327,0.037106285157831514,2.66739389536543e-05,0.0008322462868609273,0.00021503655782421818
-2.0,0.01920095288911633,-0.26588942412110717,0.11813945096162733,0.03755312715551069,2.4727158376044442e-05,0.0009235024326033314,0.00022174574311645544
-1.75,0.008041194932176674,-0.42492387140273163,0.1314739499717783,0.03873471251554602,3.235046397893355e-05,0.0028959935257134375,0.0007719614580803185
-1.5,0.02752688315779885,-1.6686440964317757,0.17594720065391622,0.04000826161240053,5.152518244069932e-05,0.0013861475509005965,0.0004751578167610602
-1.25,0.06806461578397088,-1.1292150471129339,0.13696184493464583,0.03769926759460096,6.679556087402137e-05,0.0007168127925548685,0.0001937254900305248
-1.0,0.09137939322201204,-0.6060025336866448,0.12651914930582484,0.034798536879722695,7.763175961661556e-05,0.0006130547209718174,0.00015619915267571838
-0.75,0.08584952541201951,-0.31716181039679725,0.12432926774293894,0.035129915594819726,7.047187902675247e-05,0.0005894429583887945,0.00014890695648634285
-0.5,0.06769079251778234,-0.39428450049843067,0.1271063190498631,0.03741597801022295,4.0389554922675874e-05,0.00042905398060899595,0.00011062074062535696
-0.25,0.08533353247059294,-0.8570314655563143,0.129964361539321,0.03854146432163498,5.8470160468859325e-05,0.0004972295365112797,0.0001288592392166226
-0.0,0.14708280100046336,-0.7208933383557204,0.12744300167156664,0.03504768361537877,7.563984091210652e-05,0.0003719957279530729,9.50510856712835e-05
0.25,0.18645841665483642,-0.404735652716661,0.1249664408544287,0.03176900385930078,9.131735658092334e-05,0.0003521153656480885,8.920735414997917e-05
0.5,0.1852913287123333,-0.21630748370674094,0.12378920819372607,0.032207790305816164,8.952741686620723e-05,0.000346560425586292,8.734263394248768e-05
0.75,0.1698244106117603,-0.2216464743099356,0.12396787854031319,0.0339543268839819,5.8609903574863356e-05,0.0002475587634842165,6.247748933575725e-05
1.0,0.1729541127003392,-0.3663101887837999,0.12415377133933045,0.034293181690282545,4.99321511983602e-05,0.000207433420327684,5.226219011301506e-05
1.25,0.21388910853095824,-0.36105491813216445,0.12426975959711165,0.030617573581631415,5.554974311774464e-05,0.0001865943143130405,4.7063009708342745e-05
1.5,0.24385865159126846,-0.19639224419701706,0.1248042702725751,0.027766889295298473,6.0667531010929225e-05,0.0001784330945585291,4.5360248789686355e-05
1.75,0.2396496450533087,-0.08588351904471023,0.12503402714038525,0.028883557341984643,6.019616058730975e-05,0.00018004423932360602,4.591366366029309e-05
2.0,0.23269429440485434,-0.08362097181570952,0.12502254250989817,0.029459768704600427,5.078876288234412e-05,0.00015644620027914011,3.9892747744194915e-05
2.25,0.23181838974377839,-0.11277528807774782,0.12384017627479796,0.029331087558969588,5.132938992480481e-05,0.00015870737502281663,4.0069664933547966e-05
2.5,0.2489843688563329,-0.11720710041231099,0.12310629341056134,0.027164808613938267,6.064183719857781e-05,0.00017456330680977453,4.380484039020672e-05
2.75,0.26027129916394365,-0.03540794139005457,0.12532263267486196,0.026053986054102456,6.202767724100063e-05,0.00017080566946404188,4.3671507499093154e-05
3.0,0.2491859166648322,0.01715030232665227,0.12610199097942193,0.0283406062659151,5.959023708255685e-05,0.00017140346240680015,4.410462061413173e-05
3.25,0.24677033149062663,0.009989905860750438,0.12551074550399727,0.029184970918019196,6.036683184499872e-05,0.00017532515131463513,4.489818821284724e-05
3.5,0.2528349229635614,0.005970243463085421,0.12444357762247364,0.028438024235227375,6.782553129247952e-05,0.00019224024247108178,4.8802936356747447e-05
3.75,0.26148002313773955,0.034619293496079125,0.12411204289400905,0.027170679274327786,7.010520821630546e-05,0.00019212902503056847,4.864011217171601e-05
4.0,0.2554463324714928,0.05290043447373451,0.1250719659880338,0.02682730912915642,6.349493320374931e-05,0.0001781472646871309,4.5453538728361095e-05
4.25,0.25168343639394314,0.04855504030285581,0.12536773428770231,0.02859434928585762,6.458874397999457e-05,0.00018392986272791596,4.704297768254435e-05
4.5,0.2502319292041544,0.05062036666969087,0.12511289812959536,0.029264363286837472,6.59387889296166e-05,0.00018885911805575204,4.820315424588534e-05
4.75,0.25436815404240615,0.05624637765633073,0.1247170821959559,0.028396293939741787,6.73177984379582e-05,0.00018966762753104205,4.82521471090279e-05
5.0,0.260074909957946,0.05508810637435084,0.12450228658482962,0.027267073030286765,6.619075890509603e-05,0.00018239532602805467,4.63207532236739e-05
