Time Delays,Line Strength T1,Phase T1,Line Width T1,Background,Line Strength T1 Error,Phase T1 Error,Line Width T1 Error
-5.75,0.0005985875052886983,-1.471381444774205,0.24399999999997848,0.03882883770618999,8.047496723207572e-06,0.010138263048808884,0.004772106257797798
-5.5,0.0009139311049682482,-1.456868428554506,0.2439999999971987,0.03885528834962478,8.650771293917623e-06,0.0071372192413643,0.003360209486487929
-5.25,0.0012288015422104175,1.8059914585804944,0.06100000000000021,0.038695972383966784,2.1951275632478298e-05,0.012829344215300059,0.0015520643108306409
-5.0,0.0013195879501861501,-1.9016184691301248,0.1101150996176346,0.038499740990202494,1.1794793085491318e-05,0.006494717247227727,0.0014113881433411306
-4.75,0.0005374255796905236,-2.0994459578498876,0.24399999999996208,0.038541089787389196,5.6854237847167895e-06,0.007907478940849448,0.0037896305766776054
-4.5,0.001207665736271338,-1.4703078469371509,0.15231025145061314,0.038660429705841305,9.029336759728374e-06,0.005502401929055903,0.0016383696598294972
-4.25,0.0016282673239995397,0.5134084118172217,0.061000000000000915,0.03831993393799636,2.6967362578074465e-05,0.011815112185566395,0.0014486154897018913
-4.0,0.004343532619231696,-2.8814418562093507,0.11837754921950805,0.03804465479745445,2.9227349935455894e-05,0.0048249678965317355,0.001161137514421815
-3.75,0.005971239136961631,-1.6286594710601605,0.16275774304902635,0.0372412383400972,1.6718609552649334e-05,0.0020664944726961386,0.0006563265947482284
-3.5,0.004269857441476458,-0.7121783773757071,0.14859612176848425,0.037070362203046235,1.0028258877966638e-05,0.001705123653827165,0.0005084082412741643
-3.25,0.004090465896718256,-0.43089370539829064,0.09495578113693053,0.03802286450881326,1.3367275730605179e-05,0.002340713921252328,0.0004488596741431839
-3.0,0.003639252267612366,1.5278332229002394,0.06100000000000001,0.038792483820609035,4.7219572503674536e-05,0.009322739329182721,0.0011267510376148794
-2.75,0.014256033516154563,-2.3734205327846083,0.21612214735008364,0.04081876925511498,4.796645099068322e-05,0.002477118569108749,0.0010722417728694805
-2.5,0.03538559926653433,-1.5719982449165733,0.14432111673668932,0.039927235887388016,6.974446496084752e-05,0.0014477501248209665,0.00040877549954181476
-2.25,0.04411092122572357,-0.8888175611179477,0.1288839831689015,0.037926124285802096,8.363641978873587e-05,0.0013764673055137967,0.0003533198409468627
-2.0,0.03798592906591013,-0.5399066763622747,0.12377239139587659,0.03786612237887559,7.090079813500667e-05,0.0013446908320364204,0.000335917206246726
-1.75,0.022401226052200126,-0.8699468469882973,0.1367075756807187,0.03995295980004326,3.758631555096869e-05,0.0012195914647233337,0.00033222883646974054
-1.5,0.055176604524393075,-1.5612237999658047,0.15210102538268713,0.04219802419757317,9.727465334606488e-05,0.001297634763130328,0.00038569301128299184
-1.25,0.11541118225040288,-1.1785334483041736,0.13703825953225388,0.03996659634539439,0.0001716660958722021,0.0010872927425016551,0.00029356915121587325
-1.0,0.1536323057585813,-0.7751086194580252,0.1296760730715596,0.03597597350419449,0.00022409113370521483,0.0010566838047569706,0.0002741406699239171
-0.75,0.15301732249673664,-0.5529173161999933,0.1269978364881074,0.03527384374999174,0.00020879962269526646,0.0009837891494967098,0.000252106872956386
-0.5,0.13342343115457325,-0.6426507177624142,0.12892673359235762,0.0380225237225715,0.00014501344391590497,0.0007851744650354914,0.00020359779136928675
-0.25,0.16498037556447845,-0.898352799240284,0.13069910783304522,0.039397790998418086,0.00015480231945694224,0.0006815650576062513,0.00017733462698925166
-0.0,0.24244520067118466,-0.7712756794391098,0.12978023181565285,0.035142680540940795,0.0002002883868029405,0.0005984391929865685,0.00015540489106001851
