Time Delays,Line Strength T1,Phase T1,Line Width T1,Background,Line Strength T1 Error,Phase T1 Error,Line Width T1 Error
-5.75,0.000643251135217394,-1.5104901143050018,0.24399999999944194,0.03883142182542742,8.075344490769457e-06,0.009468807651955019,0.004455135865471847
-5.5,0.0003116087678412789,3.1130924383727323,0.06100000000000246,0.0389161346043275,2.117261989386846e-05,0.04835954319582823,0.005956673684390225
-5.25,0.0014246540392009815,-1.612544893328367,0.1325924084458165,0.03871478899999318,1.232515311178289e-05,0.0063346786559488385,0.0016462705234997306
-5.0,0.001128181323029834,0.7585727064900128,0.06100000000000002,0.0385172933945553,2.1839290622787807e-05,0.013840412461522214,0.0016894262525874012
-4.75,0.0013095901130599178,-2.4028485038747704,0.12322366165521657,0.03864430719875534,1.1049141635526789e-05,0.006099604456381359,0.001506056076132452
-4.5,0.0005870675125981581,-1.0800704114458373,0.24399999999999997,0.038647628269952695,9.172521721178005e-06,0.01169703426688844,0.005589438593671676
-4.25,0.0005447563417913003,-1.5786096012348805,0.2439999999999979,0.03843075985557889,1.3237675891899375e-05,0.01833004260381746,0.008622589702236557
-4.0,0.0017278827992238005,-2.3114244565745383,0.24399999999999997,0.03794863771519802,1.782903227048958e-05,0.007655515990196308,0.003724430358954325
-3.75,0.003024432440469585,-1.698494689028196,0.24399999999981362,0.0373476714317368,1.4717610933067214e-05,0.0036684618243597237,0.0017277774868951336
-3.5,0.0033593519472401114,-0.8341882672244605,0.12270478673085984,0.03728971115729383,1.2337995314049446e-05,0.0026601306189187736,0.0006515509577755865
-3.25,0.002875651178670819,-0.39850680401108146,0.09677990889603501,0.03810854797221507,1.3880324686350425e-05,0.003456916244175255,0.0006762651335163124
-3.0,0.0022153554245382926,1.6863817338616076,0.06732398820042707,0.038742059889742206,3.806556674357505e-05,0.012365087722273628,0.0016481698446427961
-2.75,0.009828266554016052,-2.294304198094605,0.24399999999999752,0.040017547672934535,3.3011396326965576e-05,0.0024936001580731114,0.001211581267859476
-2.5,0.02315470280759768,-1.4889102771559506,0.16698627139224625,0.03892846621130314,4.0044362581195135e-05,0.0012778105788742355,0.0004161734326138826
-2.25,0.030625595190304177,-0.7513567652330285,0.13342672480879308,0.037447815315980716,4.7488274429361244e-05,0.0011235730462264418,0.00030022393673789603
-2.0,0.026333909403183798,-0.3446615260487899,0.12472040180247397,0.037726391744796375,4.038679577782833e-05,0.001101691649581972,0.00027901205998716403
-1.75,0.012100859500405486,-0.5739125858897642,0.1454964859345971,0.039203270607788616,3.348942474739453e-05,0.0020019759181509186,0.0005880004083090651
-1.5,0.0372032524477309,-1.627349371828495,0.162041268204059,0.04094735264524194,7.176473440620488e-05,0.001423468330058977,0.00045015304676006935
-1.25,0.08873968182540931,-1.1781386470156272,0.13533418525119642,0.03883611752525691,0.00011786625551238008,0.0009705039241280001,0.0002588285048653517
-1.0,0.12001825440446093,-0.715446712597888,0.12724576895850387,0.03547492659705356,0.00014562154906102082,0.000877536212331125,0.00022392549919887254
-0.75,0.11650681494204684,-0.4599617370081227,0.12434258726274186,0.035728308553051744,0.00013062241742262774,0.000806700797949049,0.00020300011520802623
-0.5,0.0972629451061851,-0.5541194594397635,0.12472942174015224,0.03848874966151049,8.37732939699373e-05,0.0006207637352761601,0.00015620470570757008
-0.25,0.12276756993620759,-0.8914071734645551,0.1277213163358954,0.03939051243777169,9.813617367237239e-05,0.0005802009339376236,0.00014757688763090688
-0.0,0.19234614775045117,-0.7586113233188025,0.12616236817073417,0.034854277727298884,0.0001375269336389516,0.000517457465852829,0.00013069310666258952
0.25,0.24111885746908077,-0.479416549355561,0.12346748508475312,0.030459746482546186,0.00016867065290398679,0.0005034270333244208,0.0001257033787685638
0.5,0.24491132276386857,-0.30905684395460487,0.12226859252863623,0.031404794265866995,0.0001567396307303613,0.0004593877871108177,0.00011411966009522396
0.75,0.2288631922228475,-0.31802975404665107,0.12189454663817943,0.033827478913484296,0.00011026633523498706,0.00034586139594055675,8.563296858522668e-05
1.0,0.23804014906624582,-0.4323835590802107,0.12163958545315663,0.03401211116607312,8.639128371377983e-05,0.00026092374906454914,6.426933460286242e-05
1.25,0.2863631346266695,-0.3933979946087245,0.12301888943183736,0.02924613073083697,8.884787987103332e-05,0.0002229757854618717,5.5615864348100196e-05
1.5,0.31881519321087437,-0.230840228976718,0.12388903356466917,0.02557236272437025,9.592733230741313e-05,0.00021584539177295215,5.4429732690355324e-05
1.75,0.31625680681334883,-0.12876037952281535,0.12392379309368308,0.026437094226128697,9.327949633175406e-05,0.0002114287833116815,5.3408903210930914e-05
2.0,0.3082144843171079,-0.12427536232232363,0.1238155705530961,0.02713722133927941,7.2287658646608e-05,0.00016811770328820715,4.243225519624772e-05
2.25,0.3093852839833287,-0.14485000571267156,0.12261432861879659,0.026579325916945312,6.578092702012016e-05,0.0001524030664661495,3.8077163882350244e-05
2.5,0.3267708935840837,-0.1315229816869957,0.12215889734338517,0.02383518566387175,7.309557988944166e-05,0.00016031949969328306,3.99092828669572e-05
2.75,0.3371345365478141,-0.06457259717844459,0.12426515843870842,0.02247554124567245,7.461876925826441e-05,0.00015862279699216272,4.020256007376969e-05
3.0,0.3258011499077641,-0.018588011498584744,0.1253325335260848,0.02516626558876738,7.121060608783871e-05,0.000156648554555783,4.005665557093656e-05
3.25,0.32179082430758443,-0.017908601848883828,0.1251482751681445,0.02584315723002757,7.128261986708598e-05,0.0001587579067708006,4.053518926526475e-05
3.5,0.3292297171032019,-0.013583901901382959,0.12403222410107469,0.024935673450407037,7.600256848471809e-05,0.00016542475602446643,4.185342736059127e-05
3.75,0.34057811821265727,-0.0032519521100765523,0.12322900379491342,0.023249199614684263,8.554930006037992e-05,0.0001799827878141046,4.5236300772179195e-05
4.0,0.34092435153304274,0.02417436540763253,0.12494731966256938,0.02300297491165055,8.234870061311225e-05,0.0001731069322269425,4.4126339420208815e-05
4.25,0.33109855639281577,0.038388272207393895,0.12562370388768884,0.02566893395307729,8.225221593737316e-05,0.0001780512812665536,4.563586696295371e-05
4.5,0.328517518080477,0.037341405927104804,0.12496516152576603,0.026413128105091322,8.24198246497573e-05,0.00017980269859861202,4.5838426033513166e-05
4.75,0.33491038899211434,0.043253349177127864,0.12493808431762758,0.0248128928765871,8.779583589537311e-05,0.00018787586390352445,4.78851161876744e-05
5.0,0.3424677824484991,0.049810674220540675,0.12428588183010665,0.023565547231972052,8.720645326646594e-05,0.0001824857046963077,4.6262521754821346e-05
